"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","weight","weight_dpi0","Wchange","HybridStatus","Strain","EXP"
"480","E88",-10.64,-10.39,8,"LM_0277","neg",1.52,NA,NA,-6.145,"E64:E88",-3.945,"E7bCEK",0,NA,23.62,23.88,98.91122278,"inter subsp. hybrids","BUSNA_STRA","E7"
"481","E88",NA,NA,7,"LM_0277",NA,1.13,NA,NA,NA,"E64:E88",NA,"E7bEFU",0,NA,24.1,23.88,100.921273,"inter subsp. hybrids","BUSNA_STRA","E7"
"482","E88",NA,NA,0,"LM_0277",NA,0.78,NA,NA,NA,"E64:E88",NA,"E7bELQ",0,NA,23.88,23.88,100,"inter subsp. hybrids","BUSNA_STRA","E7"
"483","E88",NA,NA,4,"LM_0277",NA,1.48,NA,NA,NA,"E64:E88",NA,"E7bSWZ",0,NA,24.13,23.88,101.0469012,"inter subsp. hybrids","BUSNA_STRA","E7"
"484","E88",NA,NA,5,"LM_0278",NA,2.53,NA,NA,NA,"E64:E88",NA,"E7bCIM",0,NA,21.09,20.88,101.0057471,"inter subsp. hybrids","SCHUNT_PWD","E7"
"485","E88",NA,NA,6,"LM_0278",NA,1.77,NA,NA,NA,"E64:E88",NA,"E7bDHY",0,NA,22.59,20.88,108.1896552,"inter subsp. hybrids","SCHUNT_PWD","E7"
"486","E88",-9.91,-10.99,8,"LM_0278","neg",1.17,NA,NA,-8.825,"E64:E88",-5.355,"E7bDTU",0,NA,22.24,20.88,106.51341,"inter subsp. hybrids","SCHUNT_PWD","E7"
"487","E88",NA,NA,4,"LM_0278",NA,1.12,NA,NA,NA,"E64:E88",NA,"E7bGVY",0,NA,22.15,20.88,106.0823755,"inter subsp. hybrids","SCHUNT_PWD","E7"
"488","E88",NA,NA,0,"LM_0278",NA,2,NA,NA,NA,"E64:E88",NA,"E7bILR",0,NA,20.88,20.88,100,"inter subsp. hybrids","SCHUNT_PWD","E7"
"489","E88",NA,NA,3,"LM_0278",NA,1.11,NA,NA,NA,"E64:E88",NA,"E7bKMP",0,NA,21.63,20.88,103.591954,"inter subsp. hybrids","SCHUNT_PWD","E7"
"490","E88",NA,NA,1,"LM_0278",NA,1.67,NA,NA,NA,"E64:E88",NA,"E7bLMV",0,NA,21.71,20.88,103.9750958,"inter subsp. hybrids","SCHUNT_PWD","E7"
"491","E88",NA,NA,7,"LM_0278",NA,1.26,NA,NA,NA,"E64:E88",NA,"E7bMQS",0,NA,22.31,20.88,106.848659,"inter subsp. hybrids","SCHUNT_PWD","E7"
"492","E88",NA,NA,2,"LM_0278",NA,2.62,NA,NA,NA,"E64:E88",NA,"E7bQVX",0,NA,21.56,20.88,103.256705,"inter subsp. hybrids","SCHUNT_PWD","E7"
"493","E64",NA,NA,4,"LM_0279",NA,0.68,NA,NA,NA,"E64:E64",NA,"E7bBHX",0,NA,21.64,21.35,101.3583138,"parental strains","BUSNA_BUSNA","E7"
"494","E64",NA,NA,5,"LM_0279",NA,1.32,NA,NA,NA,"E64:E64",NA,"E7bBMS",39772.7272727273,NA,20.86,21.35,97.70491803,"parental strains","BUSNA_BUSNA","E7"
"495","E64",NA,NA,0,"LM_0279",NA,1.09,NA,NA,NA,"E64:E64",NA,"E7bBNQ",0,NA,21.35,21.35,100,"parental strains","BUSNA_BUSNA","E7"
"496","E64",-12.4775,-9.18,8,"LM_0279","neg",1.1,NA,NA,-8.6525,"E64:E64",-12.0475,"E7bFPV",4545.45454545455,NA,21.27,21.35,99.62529274,"parental strains","BUSNA_BUSNA","E7"
"497","E64",NA,NA,1,"LM_0279",NA,1.46,NA,NA,NA,"E64:E64",NA,"E7bHIY",0,NA,20.86,21.35,97.70491803,"parental strains","BUSNA_BUSNA","E7"
"498","E64",NA,NA,7,"LM_0279",NA,1.7,NA,NA,NA,"E64:E64",NA,"E7bLNT",105882.352941176,NA,20.41,21.35,95.5971897,"parental strains","BUSNA_BUSNA","E7"
"499","E64",NA,NA,6,"LM_0279",NA,1.89,NA,NA,NA,"E64:E64",NA,"E7bNOY",108465.608465608,NA,21.42,21.35,100.3278689,"parental strains","BUSNA_BUSNA","E7"
"500","E64",NA,NA,3,"LM_0279",NA,1.4,NA,NA,NA,"E64:E64",NA,"E7bQSV",0,NA,21.12,21.35,98.92271663,"parental strains","BUSNA_BUSNA","E7"
"501","E64",NA,NA,2,"LM_0279",NA,1.67,NA,NA,NA,"E64:E64",NA,"E7bSTZ",0,NA,21.49,21.35,100.6557377,"parental strains","BUSNA_BUSNA","E7"
"502","E64",NA,NA,6,"LM_0280",NA,2.72,NA,NA,NA,"E64:E64",NA,"E7bAVW",89154.4117647059,NA,18.55,17.57,105.5776892,"parental strains","SCHUNT_SCHUNT","E7"
"503","E64",NA,NA,7,"LM_0280",NA,1.17,NA,NA,NA,"E64:E64",NA,"E7bDVW",23504.2735042735,NA,18.64,17.57,106.089926,"parental strains","SCHUNT_SCHUNT","E7"
"504","E64",NA,NA,2,"LM_0280",NA,3.1,NA,NA,NA,"E64:E64",NA,"E7bFJY",0,NA,19.16,17.57,109.0495162,"parental strains","SCHUNT_SCHUNT","E7"
"505","E64",NA,NA,4,"LM_0280",NA,1.07,NA,NA,NA,"E64:E64",NA,"E7bHKN",0,NA,18.12,17.57,103.1303358,"parental strains","SCHUNT_SCHUNT","E7"
"506","E64",NA,NA,0,"LM_0280",NA,1.28,NA,NA,NA,"E64:E64",NA,"E7bIMP",0,NA,17.57,17.57,100,"parental strains","SCHUNT_SCHUNT","E7"
"507","E64",NA,NA,5,"LM_0280",NA,1.64,NA,NA,NA,"E64:E64",NA,"E7bLQU",1524.39024390244,NA,18.96,17.57,107.9112123,"parental strains","SCHUNT_SCHUNT","E7"
"508","E64",-10.185,-7.12,8,"LM_0280","pos",1.42,NA,NA,-5.19,"E64:E64",-3.255,"E7bMRZ",0,NA,18.5,17.57,105.2931133,"parental strains","SCHUNT_SCHUNT","E7"
"509","E64",NA,NA,3,"LM_0280",NA,1.18,NA,NA,NA,"E64:E64",NA,"E7bNXY",0,NA,18.57,17.57,105.6915196,"parental strains","SCHUNT_SCHUNT","E7"
"510","E64",NA,NA,1,"LM_0280",NA,2.67,NA,NA,NA,"E64:E64",NA,"E7bOSY",0,NA,17.68,17.57,100.6260672,"parental strains","SCHUNT_SCHUNT","E7"
"511","E88",NA,NA,7,"LM_0282",NA,1.64,NA,0,NA,"E64:E88",NA,"E7bABC",0,NA,34.57,30.09,114.8886673,"parental strains","STRA_STRA","E7"
"512","E88",NA,NA,3,"LM_0282",NA,1.65,NA,NA,NA,"E64:E88",NA,"E7bAUW",0,NA,32.85,30.09,109.1724826,"parental strains","STRA_STRA","E7"
"513","E88",NA,NA,4,"LM_0282",NA,1.75,NA,NA,NA,"E64:E88",NA,"E7bFGZ",0,NA,33.15,30.09,110.1694915,"parental strains","STRA_STRA","E7"
"514","E88",-5.255,-12.69,8,"LM_0282","neg",1.96,NA,NA,-5.85,"E64:E88",-11.83,"E7bFRU",0,NA,35.04,30.09,116.4506481,"parental strains","STRA_STRA","E7"
"515","E88",NA,NA,1,"LM_0282",NA,2.34,NA,NA,NA,"E64:E88",NA,"E7bGLS",0,NA,30.62,30.09,101.7613825,"parental strains","STRA_STRA","E7"
"516","E88",NA,NA,6,"LM_0282",NA,2.13,NA,NA,NA,"E64:E88",NA,"E7bHNO",0,NA,34.11,30.09,113.3599202,"parental strains","STRA_STRA","E7"
"517","E88",NA,NA,5,"LM_0282",NA,2.84,NA,NA,NA,"E64:E88",NA,"E7bIOZ",0,NA,32.47,30.09,107.9096045,"parental strains","STRA_STRA","E7"
"518","E88",NA,NA,2,"LM_0282",NA,2.35,NA,NA,NA,"E64:E88",NA,"E7bRWX",0,NA,31.29,30.09,103.9880359,"parental strains","STRA_STRA","E7"
"519","E88",NA,NA,0,"LM_0282",NA,2.25,NA,NA,NA,"E64:E88",NA,"E7bRWZ",0,NA,30.09,30.09,100,"parental strains","STRA_STRA","E7"
"520","E88",NA,NA,7,"LM_0283",NA,1.13,NA,2.97703725107771,NA,"E64:E88",NA,"E7bAJN",0,NA,19.07,19.1,99.84293194,"parental strains","PWD_PWD","E7"
"521","E88",NA,NA,6,"LM_0283",NA,1.59,NA,NA,NA,"E64:E88",NA,"E7bAWX",0,NA,19.3,19.1,101.0471204,"parental strains","PWD_PWD","E7"
"522","E88",NA,NA,3,"LM_0283",NA,1.12,NA,NA,NA,"E64:E88",NA,"E7bBMR",0,NA,18.88,19.1,98.84816754,"parental strains","PWD_PWD","E7"
"523","E88",NA,NA,4,"LM_0283",NA,1.05,NA,NA,NA,"E64:E88",NA,"E7bCGR",0,NA,19.54,19.1,102.3036649,"parental strains","PWD_PWD","E7"
"524","E88",NA,NA,2,"LM_0283",NA,1.7,NA,NA,NA,"E64:E88",NA,"E7bFJN",0,NA,18.42,19.1,96.43979058,"parental strains","PWD_PWD","E7"
"525","E88",NA,NA,0,"LM_0283",NA,1.31,NA,NA,NA,"E64:E88",NA,"E7bJMO",0,NA,19.1,19.1,100,"parental strains","PWD_PWD","E7"
"526","E88",NA,NA,1,"LM_0283",NA,1.5,NA,NA,NA,"E64:E88",NA,"E7bKPU",0,NA,19.4,19.1,101.5706806,"parental strains","PWD_PWD","E7"
"527","E88",-10.3775,-10.57,8,"LM_0283","neg",1.49,NA,NA,-5.16249999999999,"E64:E88",-2.8525,"E7bLYZ",0,NA,19.35,19.1,101.3089005,"parental strains","PWD_PWD","E7"
"528","E88",NA,NA,5,"LM_0283",NA,1.81,NA,NA,NA,"E64:E88",NA,"E7bQRS",0,NA,18.4,19.1,96.33507853,"parental strains","PWD_PWD","E7"
"529","E64",NA,NA,2,"LM_0284",NA,2.2,NA,NA,NA,"E64:E64",NA,"E7bCRX",0,NA,22.43,22.39,100.1786512,"inter subsp. hybrids","STRA_BUSNA","E7"
"530","E64",NA,NA,1,"LM_0284",NA,1.86,NA,NA,NA,"E64:E64",NA,"E7bFMN",0,NA,21.88,22.39,97.72219741,"inter subsp. hybrids","STRA_BUSNA","E7"
"531","E64",NA,NA,3,"LM_0284",NA,1.95,NA,NA,NA,"E64:E64",NA,"E7bFMV",0,NA,22.76,22.39,101.6525234,"inter subsp. hybrids","STRA_BUSNA","E7"
"532","E64",NA,NA,7,"LM_0284",NA,1.29,NA,NA,NA,"E64:E64",NA,"E7bKLQ",29069.7674418605,NA,22.4,22.39,100.0446628,"inter subsp. hybrids","STRA_BUSNA","E7"
"533","E64",NA,NA,4,"LM_0284",NA,1.26,NA,NA,NA,"E64:E64",NA,"E7bKLT",0,NA,22.56,22.39,100.7592675,"inter subsp. hybrids","STRA_BUSNA","E7"
"534","E64",NA,NA,6,"LM_0284",NA,1.98,NA,NA,NA,"E64:E64",NA,"E7bKOX",122474.747474747,NA,23.15,22.39,103.3943725,"inter subsp. hybrids","STRA_BUSNA","E7"
"535","E64",NA,NA,0,"LM_0284",NA,1.27,NA,NA,NA,"E64:E64",NA,"E7bLOR",0,NA,22.39,22.39,100,"inter subsp. hybrids","STRA_BUSNA","E7"
"536","E64",NA,NA,5,"LM_0284",NA,1.13,NA,NA,NA,"E64:E64",NA,"E7bLPZ",163716.814159292,NA,22.52,22.39,100.5806163,"inter subsp. hybrids","STRA_BUSNA","E7"
"537","E64",-8.2675,-6.19,8,"LM_0284","pos",1.5,NA,NA,-4.1425,"E64:E64",-2.3425,"E7bLRS",1666.66666666667,NA,23.55,22.39,105.1808843,"inter subsp. hybrids","STRA_BUSNA","E7"
"538","E64",NA,NA,1,"LM_0285",NA,1.67,NA,NA,NA,"E64:E64",NA,"E7bACW",0,NA,19.26,19.43,99.12506433,"parental strains","PWD_PWD","E7"
"539","E64",NA,NA,7,"LM_0285",NA,1.06,NA,NA,NA,"E64:E64",NA,"E7bBEV",103773.58490566,NA,19.01,19.43,97.83839424,"parental strains","PWD_PWD","E7"
"540","E64",NA,NA,2,"LM_0285",NA,1.33,NA,NA,NA,"E64:E64",NA,"E7bBIT",0,NA,19.05,19.43,98.04426145,"parental strains","PWD_PWD","E7"
"541","E64",-1.455,-3.11,8,"LM_0285","pos",1.4,NA,NA,-5.26499999999999,"E64:E64",NA,"E7bBMX",85714.2857142857,NA,19.66,19.43,101.1837365,"parental strains","PWD_PWD","E7"
"542","E64",NA,NA,3,"LM_0285",NA,2.01,NA,NA,NA,"E64:E64",NA,"E7bCHZ",0,NA,19.68,19.43,101.2866701,"parental strains","PWD_PWD","E7"
"543","E64",NA,NA,6,"LM_0285",NA,1,NA,NA,NA,"E64:E64",NA,"E7bCLV",255000,NA,19.37,19.43,99.69119918,"parental strains","PWD_PWD","E7"
"544","E64",NA,NA,4,"LM_0285",NA,0.77,NA,NA,NA,"E64:E64",NA,"E7bCMQ",0,NA,19.21,19.43,98.86773031,"parental strains","PWD_PWD","E7"
"545","E64",NA,NA,0,"LM_0285",NA,1.49,NA,NA,NA,"E64:E64",NA,"E7bCRV",0,NA,19.43,19.43,100,"parental strains","PWD_PWD","E7"
"546","E64",NA,NA,5,"LM_0285",NA,1.37,NA,NA,NA,"E64:E64",NA,"E7bIKL",281021.897810219,NA,18.9,19.43,97.27225939,"parental strains","PWD_PWD","E7"
"547","E88",NA,NA,6,"LM_0286",NA,1.74,NA,NA,NA,"E64:E88",NA,"E7bBGI",0,NA,20.02,19.07,104.9816466,"outbred hybrids","PWD_BUSNA","E7"
"548","E88",NA,NA,4,"LM_0286",NA,1.36,NA,NA,NA,"E64:E88",NA,"E7bBNT",0,NA,19.36,19.07,101.5207132,"outbred hybrids","PWD_BUSNA","E7"
"549","E88",-6.12,-9.21,8,"LM_0286","neg",1.44,NA,NA,-4.235,"E64:E88",-1.42,"E7bCWZ",0,NA,20.41,19.07,107.0267436,"outbred hybrids","PWD_BUSNA","E7"
"550","E88",NA,NA,2,"LM_0286",NA,2.42,NA,NA,NA,"E64:E88",NA,"E7bDFQ",0,NA,19.46,19.07,102.045097,"outbred hybrids","PWD_BUSNA","E7"
"551","E88",NA,NA,1,"LM_0286",NA,2.2,NA,NA,NA,"E64:E88",NA,"E7bDGQ",0,NA,19.47,19.07,102.0975354,"outbred hybrids","PWD_BUSNA","E7"
"552","E88",NA,NA,3,"LM_0286",NA,1.57,NA,NA,NA,"E64:E88",NA,"E7bDKV",0,NA,20.3,19.07,106.4499213,"outbred hybrids","PWD_BUSNA","E7"
"553","E88",NA,NA,7,"LM_0286",NA,1.14,NA,0,NA,"E64:E88",NA,"E7bDUY",0,NA,20.14,19.07,105.6109072,"outbred hybrids","PWD_BUSNA","E7"
"554","E88",NA,NA,0,"LM_0286",NA,2.27,NA,NA,NA,"E64:E88",NA,"E7bGXY",0,NA,19.07,19.07,100,"outbred hybrids","PWD_BUSNA","E7"
"555","E88",NA,NA,5,"LM_0286",NA,2.61,NA,NA,NA,"E64:E88",NA,"E7bNPX",0,NA,18.75,19.07,98.32197168,"outbred hybrids","PWD_BUSNA","E7"
"556","E64",NA,NA,3,"LM_0287",NA,1.27,NA,NA,NA,"E64:E64",NA,"E7bAST",0,NA,20.03,18.83,106.3728093,"outbred hybrids","BUSNA_PWD","E7"
"557","E64",NA,NA,1,"LM_0287",NA,1.46,NA,NA,NA,"E64:E64",NA,"E7bDFL",0,NA,19.02,18.83,101.0090281,"outbred hybrids","BUSNA_PWD","E7"
"558","E64",NA,NA,2,"LM_0287",NA,1.43,NA,NA,NA,"E64:E64",NA,"E7bELU",0,NA,19.96,18.83,106.0010621,"outbred hybrids","BUSNA_PWD","E7"
"559","E64",NA,NA,4,"LM_0287",NA,0.88,NA,NA,NA,"E64:E64",NA,"E7bEPQ",0,NA,19.89,18.83,105.6293149,"outbred hybrids","BUSNA_PWD","E7"
"560","E64",NA,NA,7,"LM_0287",NA,1.27,NA,NA,NA,"E64:E64",NA,"E7bFLY",19685.0393700787,NA,20.3,18.83,107.8066914,"outbred hybrids","BUSNA_PWD","E7"
"561","E64",NA,NA,0,"LM_0287",NA,0.95,NA,NA,NA,"E64:E64",NA,"E7bHKV",0,NA,18.83,18.83,100,"outbred hybrids","BUSNA_PWD","E7"
"562","E64",NA,NA,5,"LM_0287",NA,1.42,NA,NA,NA,"E64:E64",NA,"E7bLMS",140845.070422535,NA,19.29,18.83,102.4429102,"outbred hybrids","BUSNA_PWD","E7"
"563","E64",NA,NA,6,"LM_0287",NA,1.7,NA,NA,NA,"E64:E64",NA,"E7bNPY",80882.3529411765,NA,20.17,18.83,107.1163038,"outbred hybrids","BUSNA_PWD","E7"
"564","E64",7.7525,-6.34,8,"LM_0287","pos",1.27,NA,NA,NA,"E64:E64",19.7025,"E7bPRZ",1968.50393700787,NA,20.85,18.83,110.7275624,"outbred hybrids","BUSNA_PWD","E7"
"565","E88",NA,NA,3,"LM_0288",NA,1.3,NA,NA,NA,"E64:E88",NA,"E7bAEG",0,NA,19.93,19.74,100.9625127,"outbred hybrids","PWD_BUSNA","E7"
"566","E88",NA,NA,5,"LM_0288",NA,1.45,NA,NA,NA,"E64:E88",NA,"E7bBCF",0,NA,18.99,19.74,96.2006079,"outbred hybrids","PWD_BUSNA","E7"
"567","E88",-10.505,-8.79,8,"LM_0288","neg",1.37,NA,NA,-8.07,"E64:E88",-5.495,"E7bCIW",0,NA,19.97,19.74,101.1651469,"outbred hybrids","PWD_BUSNA","E7"
"568","E88",NA,NA,0,"LM_0288",NA,2.29,NA,NA,NA,"E64:E88",NA,"E7bCOP",0,NA,19.74,19.74,100,"outbred hybrids","PWD_BUSNA","E7"
"569","E88",NA,NA,2,"LM_0288",NA,3.54,NA,NA,NA,"E64:E88",NA,"E7bDHV",0,NA,20.41,19.74,103.3941236,"outbred hybrids","PWD_BUSNA","E7"
"570","E88",NA,NA,6,"LM_0288",NA,1.51,NA,NA,NA,"E64:E88",NA,"E7bFIJ",0,NA,19.9,19.74,100.810537,"outbred hybrids","PWD_BUSNA","E7"
"571","E88",NA,NA,7,"LM_0288",NA,1.49,NA,1.51108378897958,NA,"E64:E88",NA,"E7bIKT",0,NA,19.89,19.74,100.7598784,"outbred hybrids","PWD_BUSNA","E7"
"572","E88",NA,NA,4,"LM_0288",NA,0.94,NA,NA,NA,"E64:E88",NA,"E7bJOZ",0,NA,20.33,19.74,102.9888551,"outbred hybrids","PWD_BUSNA","E7"
"573","E88",NA,NA,1,"LM_0288",NA,1.9,NA,NA,NA,"E64:E88",NA,"E7bLPW",0,NA,19.7,19.74,99.79736575,"outbred hybrids","PWD_BUSNA","E7"
"574","E88",NA,NA,5,"LM_0289",NA,2.85,NA,NA,NA,"E64:E88",NA,"E7bAGL",0,NA,21.73,23.93,90.80651901,"parental strains","SCHUNT_SCHUNT","E7"
"575","E88",NA,NA,1,"LM_0289",NA,1.75,NA,NA,NA,"E64:E88",NA,"E7bAKL",0,NA,23.6,23.93,98.62097785,"parental strains","SCHUNT_SCHUNT","E7"
"576","E88",NA,NA,3,"LM_0289",NA,2.22,NA,NA,NA,"E64:E88",NA,"E7bCER",0,NA,22.66,23.93,94.69285416,"parental strains","SCHUNT_SCHUNT","E7"
"577","E88",NA,NA,0,"LM_0289",NA,1.61,NA,NA,NA,"E64:E88",NA,"E7bDIP",0,NA,23.93,23.93,100,"parental strains","SCHUNT_SCHUNT","E7"
"578","E88",NA,NA,7,"LM_0289",NA,1.93,NA,NA,NA,"E64:E88",NA,"E7bFNS",0,NA,21.57,23.93,90.13790221,"parental strains","SCHUNT_SCHUNT","E7"
"579","E88",NA,NA,4,"LM_0289",NA,2.03,NA,NA,NA,"E64:E88",NA,"E7bIRU",0,NA,22.44,23.93,93.77350606,"parental strains","SCHUNT_SCHUNT","E7"
"580","E88",NA,NA,2,"LM_0289",NA,1.81,NA,NA,NA,"E64:E88",NA,"E7bKQZ",0,NA,22.84,23.93,95.44504806,"parental strains","SCHUNT_SCHUNT","E7"
"581","E88",NA,NA,6,"LM_0289",NA,1.8,NA,NA,NA,"E64:E88",NA,"E7bNUW",0,NA,22.62,23.93,94.52569996,"parental strains","SCHUNT_SCHUNT","E7"
"582","E88",-9.55,-9.18,8,"LM_0289","neg",2.23,NA,NA,-7.37,"E64:E88",-3.315,"E7bPSV",0,NA,21.93,23.93,91.64229001,"parental strains","SCHUNT_SCHUNT","E7"
"583","E64",NA,1.21,8,"LM_0291","pos",1.04,NA,NA,NA,"E64:E64",NA,"E7bBQY",52884.6153846154,NA,NA,24.85,NA,"outbred hybrids","PWD_BUSNA","E7"
"584","E64",NA,NA,7,"LM_0291",NA,1.95,NA,NA,NA,"E64:E64",NA,"E7bCPW",128205.128205128,NA,24.16,24.85,97.22334004,"outbred hybrids","PWD_BUSNA","E7"
"585","E64",NA,NA,5,"LM_0291",NA,2.3,NA,NA,NA,"E64:E64",NA,"E7bDMZ",180434.782608696,NA,24.71,24.85,99.43661972,"outbred hybrids","PWD_BUSNA","E7"
"586","E64",NA,NA,1,"LM_0291",NA,1.69,NA,NA,NA,"E64:E64",NA,"E7bEMP",0,NA,24.8,24.85,99.79879276,"outbred hybrids","PWD_BUSNA","E7"
"587","E64",NA,NA,4,"LM_0291",NA,1.03,NA,NA,NA,"E64:E64",NA,"E7bFXZ",0,NA,25.96,24.85,104.4668008,"outbred hybrids","PWD_BUSNA","E7"
"588","E64",NA,NA,0,"LM_0291",NA,1.76,NA,NA,NA,"E64:E64",NA,"E7bGIR",0,NA,24.85,24.85,100,"outbred hybrids","PWD_BUSNA","E7"
"589","E64",NA,NA,3,"LM_0291",NA,1.45,NA,NA,NA,"E64:E64",NA,"E7bHLV",0,NA,26.09,24.85,104.9899396,"outbred hybrids","PWD_BUSNA","E7"
"590","E64",NA,NA,6,"LM_0291",NA,1.66,NA,NA,NA,"E64:E64",NA,"E7bPVX",391566.265060241,NA,24.24,24.85,97.54527163,"outbred hybrids","PWD_BUSNA","E7"
"591","E64",NA,NA,2,"LM_0291",NA,2.38,NA,NA,NA,"E64:E64",NA,"E7bPXY",0,NA,24.8,24.85,99.79879276,"outbred hybrids","PWD_BUSNA","E7"
"592","E88",NA,NA,1,"LM_0292",NA,1.26,NA,NA,NA,"E64:E88",NA,"E7bBLW",0,NA,21.89,22.15,98.8261851,"outbred hybrids","BUSNA_PWD","E7"
"593","E88",NA,NA,5,"LM_0292",NA,1.41,NA,NA,NA,"E64:E88",NA,"E7bBTV",0,NA,20.95,22.15,94.58239278,"outbred hybrids","BUSNA_PWD","E7"
"594","E88",NA,NA,0,"LM_0292",NA,1.24,NA,NA,NA,"E64:E88",NA,"E7bEGK",0,NA,22.15,22.15,100,"outbred hybrids","BUSNA_PWD","E7"
"595","E88",NA,NA,2,"LM_0292",NA,2.58,NA,NA,NA,"E64:E88",NA,"E7bEHI",0,NA,21.63,22.15,97.6523702,"outbred hybrids","BUSNA_PWD","E7"
"596","E88",NA,NA,6,"LM_0292",NA,1.24,NA,NA,NA,"E64:E88",NA,"E7bEJO",0,NA,22.1,22.15,99.77426637,"outbred hybrids","BUSNA_PWD","E7"
"597","E88",NA,NA,7,"LM_0292",NA,1.67,NA,2.03752363066968,NA,"E64:E88",NA,"E7bGHL",0,NA,22.04,22.15,99.503386,"outbred hybrids","BUSNA_PWD","E7"
"598","E88",NA,-7.97,8,"LM_0292","neg",1.29,NA,NA,NA,"E64:E88",NA,"E7bMOR",0,NA,22.46,22.15,101.3995485,"outbred hybrids","BUSNA_PWD","E7"
"599","E88",NA,NA,4,"LM_0292",NA,1.14,NA,NA,NA,"E64:E88",NA,"E7bSXY",0,NA,22.3,22.15,100.6772009,"outbred hybrids","BUSNA_PWD","E7"
"600","E88",NA,NA,3,"LM_0292",NA,1.12,NA,NA,NA,"E64:E88",NA,"E7bSYZ",0,NA,22.06,22.15,99.59367946,"outbred hybrids","BUSNA_PWD","E7"
"601","E88",NA,NA,3,"LM_0293",NA,1.35,NA,NA,NA,"E64:E88",NA,"E7bAHT",0,NA,20.74,20.74,100,"parental strains","BUSNA_BUSNA","E7"
"602","E88",NA,NA,5,"LM_0293",NA,1.18,NA,NA,NA,"E64:E88",NA,"E7bAIZ",0,NA,19.76,20.74,95.27483124,"parental strains","BUSNA_BUSNA","E7"
"603","E88",NA,NA,1,"LM_0293",NA,1.39,NA,NA,NA,"E64:E88",NA,"E7bATW",0,NA,13.85,20.74,66.77917068,"parental strains","BUSNA_BUSNA","E7"
"604","E88",NA,NA,4,"LM_0293",NA,0.81,NA,NA,NA,"E64:E88",NA,"E7bBNW",0,NA,20.76,20.74,100.096432,"parental strains","BUSNA_BUSNA","E7"
"605","E88",NA,NA,6,"LM_0293",NA,1.47,NA,NA,NA,"E64:E88",NA,"E7bCFU",0,NA,20.57,20.74,99.18032787,"parental strains","BUSNA_BUSNA","E7"
"606","E88",NA,NA,7,"LM_0293",NA,1.34,NA,0,NA,"E64:E88",NA,"E7bHVX",0,NA,20.48,20.74,98.7463838,"parental strains","BUSNA_BUSNA","E7"
"607","E88",NA,NA,0,"LM_0293",NA,1.38,NA,NA,NA,"E64:E88",NA,"E7bILQ",0,NA,20.74,20.74,100,"parental strains","BUSNA_BUSNA","E7"
"608","E88",NA,NA,2,"LM_0293",NA,1.39,NA,NA,NA,"E64:E88",NA,"E7bJNY",0,NA,19.98,20.74,96.33558341,"parental strains","BUSNA_BUSNA","E7"
"609","E88",-7.65,-5.02,8,"LM_0293","neg",1.24,NA,NA,-8.98,"E64:E88",-11.33,"E7bJQU",0,NA,19.86,20.74,95.75699132,"parental strains","BUSNA_BUSNA","E7"
"610","E64",NA,NA,2,"LM_0294",NA,0.82,NA,NA,NA,"E64:E64",NA,"E7bBGP",0,NA,17.09,17.02,100.4112808,"parental strains","PWD_PWD","E7"
"611","E64",NA,NA,0,"LM_0294",NA,0.92,NA,NA,NA,"E64:E64",NA,"E7bCHL",0,NA,17.02,17.02,100,"parental strains","PWD_PWD","E7"
"612","E64",-10.5775,11.61,8,"LM_0294","pos",1,NA,NA,-5.0975,"E64:E64",-3.1975,"E7bFLN",37500,NA,16.67,17.02,97.94359577,"parental strains","PWD_PWD","E7"
"613","E64",NA,NA,6,"LM_0294",NA,1,NA,NA,NA,"E64:E64",NA,"E7bHKX",1e+05,NA,16.72,17.02,98.2373678,"parental strains","PWD_PWD","E7"
"614","E64",NA,NA,5,"LM_0294",NA,0.95,NA,NA,NA,"E64:E64",NA,"E7bKTZ",334210.526315789,NA,16.75,17.02,98.41363102,"parental strains","PWD_PWD","E7"
"615","E64",NA,NA,4,"LM_0294",NA,0.54,NA,NA,NA,"E64:E64",NA,"E7bLPQ",0,NA,17.14,17.02,100.7050529,"parental strains","PWD_PWD","E7"
"616","E64",NA,NA,3,"LM_0294",NA,0.84,NA,NA,NA,"E64:E64",NA,"E7bNOQ",0,NA,16.81,17.02,98.76615746,"parental strains","PWD_PWD","E7"
"617","E64",NA,NA,7,"LM_0294",NA,1.97,NA,NA,NA,"E64:E64",NA,"E7bPQZ",148477.157360406,NA,16.65,17.02,97.82608696,"parental strains","PWD_PWD","E7"
"618","E64",NA,NA,1,"LM_0294",NA,1,NA,NA,NA,"E64:E64",NA,"E7bRSW",0,NA,17.06,17.02,100.2350176,"parental strains","PWD_PWD","E7"
"619","E64",NA,NA,1,"LM_0295",NA,1.47,NA,NA,NA,"E64:E64",NA,"E7bADF",0,NA,20.37,21.31,95.58892539,"inter subsp. hybrids","SCHUNT_PWD","E7"
"620","E64",NA,NA,5,"LM_0295",NA,2.98,NA,NA,NA,"E64:E64",NA,"E7bANY",148489.932885906,NA,20.33,21.31,95.40122008,"inter subsp. hybrids","SCHUNT_PWD","E7"
